epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,8713.27,1.2261,0.8579,0.92848,0.53391,0.41918,0.43483,0.26619,1.28282,0.95891,0.9509,0.00076,0.00076,0.00076
142,8768.53,1.21669,0.84475,0.9251,0.53451,0.41956,0.43437,0.26593,1.28286,0.95921,0.95086,0.000694,0.000694,0.000694
143,8823.31,1.21122,0.83827,0.92408,0.534,0.41901,0.43448,0.26621,1.28303,0.9593,0.95082,0.000628,0.000628,0.000628
144,8878.6,1.21288,0.8399,0.92443,0.53095,0.42064,0.43459,0.26629,1.28311,0.95941,0.95086,0.000562,0.000562,0.000562
145,8934.31,1.20714,0.83426,0.92451,0.532,0.42148,0.43486,0.26609,1.28315,0.95925,0.95082,0.000496,0.000496,0.000496
146,8987.52,1.20521,0.82978,0.92348,0.53297,0.4197,0.43492,0.26607,1.28315,0.95954,0.95087,0.00043,0.00043,0.00043
147,9040.71,1.20589,0.82841,0.92237,0.5306,0.42106,0.43515,0.26631,1.28336,0.95941,0.95087,0.000364,0.000364,0.000364
148,9093.77,1.20222,0.82501,0.9212,0.53366,0.41884,0.43481,0.26613,1.28345,0.95944,0.95073,0.000298,0.000298,0.000298
149,9148.21,1.19946,0.82336,0.92157,0.53469,0.41907,0.43471,0.26609,1.28361,0.95932,0.95071,0.000232,0.000232,0.000232
150,9203.93,1.19961,0.82263,0.9214,0.53684,0.4168,0.43461,0.26606,1.28364,0.95945,0.9506,0.000166,0.000166,0.000166
