epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,6257.69,1.32503,0.98889,0.95678,0.52735,0.41521,0.43357,0.2637,1.28967,0.96099,0.9564,0.00373,0.00373,0.00373
97,6322.8,1.32975,0.99196,0.95633,0.52608,0.41775,0.43411,0.2641,1.29024,0.96158,0.9562,0.003664,0.003664,0.003664
98,6386.06,1.31677,0.98175,0.95506,0.5334,0.41306,0.43347,0.2641,1.28929,0.95991,0.9559,0.003598,0.003598,0.003598
99,6451.06,1.32259,0.98559,0.95641,0.53448,0.41244,0.43398,0.26446,1.28782,0.95816,0.95558,0.003532,0.003532,0.003532
100,6514.21,1.32286,0.98563,0.95592,0.53561,0.41037,0.43433,0.26484,1.28853,0.95825,0.95577,0.003466,0.003466,0.003466
101,6578.39,1.31345,0.98004,0.95505,0.53214,0.41347,0.43496,0.26541,1.28943,0.9576,0.95604,0.0034,0.0034,0.0034
102,6641.88,1.31564,0.97901,0.9537,0.53688,0.41216,0.43548,0.26554,1.28909,0.95766,0.95592,0.003334,0.003334,0.003334
103,6706.44,1.31864,0.98541,0.95598,0.53697,0.40982,0.43491,0.26498,1.2893,0.95746,0.95576,0.003268,0.003268,0.003268
104,6770.95,1.31709,0.97938,0.95436,0.54623,0.41005,0.43643,0.26547,1.28857,0.95688,0.95554,0.003202,0.003202,0.003202
105,6837.16,1.32177,0.98281,0.95567,0.54078,0.41147,0.43593,0.26512,1.28778,0.95592,0.95557,0.003136,0.003136,0.003136
106,6899.97,1.30915,0.97279,0.95147,0.53635,0.41276,0.43632,0.26521,1.28761,0.95544,0.95525,0.00307,0.00307,0.00307
107,6965.36,1.30987,0.97446,0.9518,0.54692,0.41034,0.43633,0.26476,1.28898,0.95592,0.95553,0.003004,0.003004,0.003004
108,7030.12,1.31225,0.97374,0.95047,0.54257,0.41152,0.43594,0.26462,1.28841,0.95591,0.95521,0.002938,0.002938,0.002938
109,7094.67,1.31943,0.97841,0.95503,0.53568,0.4152,0.4364,0.26504,1.28917,0.9551,0.95539,0.002872,0.002872,0.002872
110,7157.95,1.30385,0.96459,0.95068,0.53553,0.41788,0.4364,0.26491,1.28932,0.95457,0.95512,0.002806,0.002806,0.002806
111,7221.42,1.30615,0.96843,0.95009,0.53375,0.41884,0.43581,0.26478,1.28917,0.95457,0.95526,0.00274,0.00274,0.00274
112,7285.68,1.31021,0.96663,0.95163,0.53699,0.41614,0.43648,0.26506,1.28978,0.9545,0.95536,0.002674,0.002674,0.002674
113,7349.19,1.30071,0.96233,0.94971,0.54093,0.41332,0.43706,0.26561,1.28977,0.95373,0.95525,0.002608,0.002608,0.002608
114,7413.83,1.3042,0.96518,0.9518,0.54073,0.41398,0.43759,0.26621,1.28978,0.95332,0.95534,0.002542,0.002542,0.002542
