epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,14755.3,1.46063,1.15673,1.28925,0.54482,0.4335,0.45901,0.27848,1.41177,1.09831,1.29064,0.003202,0.003202,0.003202
105,14892.1,1.46257,1.16004,1.29115,0.54654,0.43291,0.45885,0.27857,1.41118,1.09907,1.28995,0.003136,0.003136,0.003136
106,15026.4,1.45983,1.15357,1.28916,0.54791,0.43143,0.45782,0.27838,1.41039,1.09817,1.28934,0.00307,0.00307,0.00307
107,15151.7,1.46162,1.15474,1.2893,0.55551,0.43081,0.45759,0.27827,1.41073,1.09827,1.28965,0.003004,0.003004,0.003004
108,15279.5,1.46075,1.15345,1.28786,0.55294,0.43058,0.45734,0.27864,1.41052,1.098,1.2891,0.002938,0.002938,0.002938
109,15404.8,1.45627,1.15155,1.29242,0.54731,0.43415,0.45736,0.27899,1.41089,1.09784,1.28906,0.002872,0.002872,0.002872
110,15530,1.45091,1.14224,1.2866,0.54212,0.43765,0.45853,0.27956,1.41089,1.09838,1.28886,0.002806,0.002806,0.002806
111,15656.7,1.4467,1.1425,1.28275,0.54316,0.43855,0.45863,0.27918,1.4117,1.09723,1.28882,0.00274,0.00274,0.00274
112,15807.6,1.45135,1.1448,1.28691,0.54195,0.43882,0.4595,0.27945,1.41146,1.09632,1.2886,0.002674,0.002674,0.002674
113,15947.3,1.44703,1.13654,1.28074,0.54713,0.43666,0.45959,0.27967,1.4122,1.09501,1.28842,0.002608,0.002608,0.002608
114,16073.9,1.44807,1.14255,1.28794,0.55202,0.43481,0.4593,0.2795,1.41245,1.09548,1.28823,0.002542,0.002542,0.002542
115,16205.1,1.44427,1.13741,1.28388,0.54848,0.43565,0.46015,0.2797,1.41229,1.09494,1.28778,0.002476,0.002476,0.002476
116,16330.8,1.44939,1.14082,1.28334,0.55194,0.43583,0.46046,0.27944,1.41249,1.09491,1.28768,0.00241,0.00241,0.00241
117,16470.2,1.43924,1.12716,1.27663,0.55343,0.43553,0.46052,0.27953,1.41171,1.09447,1.2872,0.002344,0.002344,0.002344
118,16606,1.44108,1.1296,1.27633,0.55588,0.43298,0.45989,0.27962,1.41225,1.09422,1.28723,0.002278,0.002278,0.002278
119,16742.2,1.44238,1.12938,1.27793,0.55276,0.43396,0.4603,0.27953,1.41271,1.09463,1.28726,0.002212,0.002212,0.002212
